vjdbv0.3_field_id,vjdbv0.3_name,vjdbv0.3_description,vjdbv0.3_fields_type,vjdbv0.3_privacy,vjdbv0.2__field_id,vjdbv0.1_field_id,ena_field_id,rki_field_id,migs-vi_field_id,migs-uvig_field_id,env-o_field_id,ncbi_virus_n_nucleotide_field_id,bv-brc_b_field_name,ena_erc32_field_name,ena_erc33_field_name,ena_submission_object_object_name,vjbd_submission_object_object_name,vjdbv0.3_group1,vjdbv0.3_group2,vjdbv0.3_group3,vjdbv0.3_tags,vjdbv0.3_input_source,vjdbv0.3_notes,vjdbv0.3_changes,vjdbv0.2_previous_changes,ncbi_virus_n_field_name,ncbi_virus_n_field_description,ncbi_virus_n_type,ncbi_virus_n_curation_notes,bv-brc_b_category,bv-brc_b_schema_category,bv-brc_b_field_id,bv-brc_b_field_type,bv-brc_b_type,bv-brc_b_curation_notes,ena_erc32_field_description,ena_erc32_controlled_vocabulary,ena_erc32_field_type,ena_erc33_field_description,ena_erc33_controlled_vocabulary,ena_erc33_field_type,ena_submission_requiredness,vjdb_submission_requiredness,vjdb_example,vjdb_validation_rules,ena_submission_fieldtype,ena_submission_validation,vjdbv0.3_field_index
sample_capture_status,Sample Capture Status,(Recommended) Reason for the sample collection.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sample capture status,sample capture status,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Recommended) Reason for the sample collection.,N/A,N/A,(Recommended) Reason for the sample collection.,N/A,TEXT_CHOICE_FIELD,recommended,recommended,N/A,N/A,combo,controlled_vocabulary,0en
sample_storage_conditions,Sample Storage Conditions,"(Optional) Conditions at which sample was stored, usually storage temperature, duration and location. in soil context: explain how and for how long the soil sample was stored before dna extraction (fresh/frozen/other).",keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sample storage conditions,sample storage conditions,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"(Optional) Conditions at which sample was stored, usually storage temperature, duration and location. in soil context: explain how and for how long the soil sample was stored before dna extraction (fresh/frozen/other).",N/A,N/A,"(Optional) Conditions at which sample was stored, usually storage temperature, duration and location",N/A,TEXT_FIELD,optional,optional,N/A,N/A,text,freetext,0eo
sample_description,Sample Description,"(Optional) Free-form text describing the sample, its origin, and its method of isolation.",keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sample_description,sample_description,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"(Optional) Free-form text describing the sample, its origin, and its method of isolation.",N/A,N/A,"(Optional) Free-form text describing the sample, its origin, and its method of isolation.",N/A,TEXT_AREA_FIELD,optional,optional,N/A,N/A,textarea,freetext,0ep
source_of_vaccination_information,Source of Vaccination Information,(Optional) Designation of information related to vaccination history as self reported or documented.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,source of vaccination information,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Designation of information related to vaccination history as self reported or documented.,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,combo,controlled_vocabulary,0eq
strain,Strain,(Optional) Name of the strain from which the sample was obtained.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,strain,strain,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Name of the strain from which the sample was obtained.,N/A,N/A,(Optional) Name of the strain from which the sample was obtained.,N/A,TEXT_FIELD,optional,optional,N/A,N/A,text,freetext,0er
study_abstract,Study Description,"(Optional) Briefly describes the goals, purpose, and scope of the study.  this need not be listed if it can be inherited from a referenced publication.",keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,study_abstract,study_abstract,ENA Study,VJDB Study,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Study', 'VJDB Study']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"(Optional) Briefly describes the goals, purpose, and scope of the study. this need not be listed if it can be inherited from a referenced publication.",N/A,N/A,"(Optional) Briefly describes the goals, purpose, and scope of the study. this need not be listed if it can be inherited from a referenced publication.",N/A,TEXT_AREA_FIELD,optional,mandatory,N/A,N/A,textarea,freetext,0es
subject_exposure,Subject Exposure,"(Optional) Exposure of the subject to infected human or animals, such as poultry, wild bird or swine. if multiple exposures are applicable, please state them separated by semicolon. example: poultry; wild bird",keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,subject exposure,subject exposure,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"(Optional) Exposure of the subject to infected human or animals, such as poultry, wild bird or swine. if multiple exposures are applicable, please state them separated by semicolon. example: poultry; wild bird",N/A,N/A,"(Optional) Exposure of the subject to infected human or animals, such as poultry, wild bird or swine. if multiple exposures are applicable, please state them separated by semicolon. example: poultry; wild bird",N/A,TEXT_FIELD,optional,optional,N/A,N/A,text,unique,0et
subject_exposure_duration,Subject Exposure Duration,"(Optional) Duration of the exposure of the subject to an infected human or animal. if multiple exposures are applicable, please state their duration in the same order in which you reported the exposure in the field 'subject exposure'. example: 1 day; 0.33 days (Units: year)",keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,subject exposure duration,subject exposure duration,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"(Optional) Duration of the exposure of the subject to an infected human or animal. if multiple exposures are applicable, please state their duration in the same order in which you reported the exposure in the field 'subject exposure'. example: 1 day; 0.33 days (Units: year)",N/A,N/A,"(Optional) Duration of the exposure of the subject to an infected human or animal. if multiple exposures are applicable, please state their duration in the same order in which you reported the exposure in the field 'subject exposure'. example: 1 day; 0.33 days",N/A,TEXT_FIELD,optional,optional,N/A,N/A,text,unique,0eu
study_title,Study Title,(Mandatory) Title of the study as would be used in a publication.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,title,title,ENA Study,VJDB Study,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Study', 'VJDB Study']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) Title of the study as would be used in a publication.,N/A,N/A,(Mandatory) Title of the study as would be used in a publication.,N/A,TEXT_FIELD,mandatory,mandatory,N/A,N/A,text,freetext,0ev
experiment_title,Experiment Title,(Mandatory) Short text that can be used to call out experiment records in searches or in displays. this element is technically optional but should be used for all new records.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,title,title,ENA Experiment,VJDB Experiment,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Experiment', 'VJDB Experiment']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) Short text that can be used to call out experiment records in searches or in displays. this element is technically optional but should be used for all new records.,N/A,N/A,(Optional) Short text that can be used to call out experiment records in searches or in displays. this element is technically optional but should be used for all new records.,N/A,TEXT_FIELD,mandatory,mandatory,N/A,N/A,text,freetext,0ew
sample_title,Sample Title,(Mandatory) Short text that can be used to call out sample records in search results or in displays.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,title,title,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) Short text that can be used to call out sample records in search results or in displays.,N/A,N/A,(Mandatory) Short text that can be used to call out sample records in search results or in displays.,N/A,TEXT_FIELD,mandatory,mandatory,N/A,N/A,text,freetext,0ex
type_exposure,Type Exposure,"(Optional) Setting within which the subject is exposed to animals, such as farm, slaughterhouse, food preparation. if multiple exposures are applicable, please state their type in the same order in which you reported the exposure in the field 'subject exposure'. example: backyard flock; confined animal feeding operation",keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,type exposure,type exposure,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA ERC33', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"(Optional) Setting within which the subject is exposed to animals, such as farm, slaughterhouse, food preparation. if multiple exposures are applicable, please state their type in the same order in which you reported the exposure in the field 'subject exposure'. example: backyard flock; confined animal feeding operation",N/A,N/A,"(Optional) Setting within which the subject is exposed to animals, such as farm, slaughterhouse, food preparation. if multiple exposures are applicable, please state their type in the same order in which you reported the exposure in the field 'subject exposure'. example: backyard flock; confined animal feeding operation",N/A,TEXT_FIELD,optional,optional,N/A,N/A,text,unique,0ey
vaccine_dosage,Vaccine Dosage,(Optional) Dosage of the vaccine taken by the subject. example: 0.05 ml,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,vaccine dosage,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Dosage of the vaccine taken by the subject. example: 0.05 ml,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,freetext,0ez
vaccine_lot_number,Vaccine Lot Number,(Optional) Lot number of the vaccine.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,vaccine lot number,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Lot number of the vaccine.,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,freetext,0fa
vaccine_manufacturer,Vaccine Manufacturer,(Optional) Manufacturer of the vaccine.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,vaccine manufacturer,N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Manufacturer of the vaccine.,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,freetext,0fb
who_clade,WHO/OIE/FAO Clade (Required for HPAI H5N1 Viruses),(Optional) Who/oie/fao clade should be included for highly pathogenic h5n1 viruses. example: 2.2,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WHO/OIE/FAO clade (required for HPAI H5N1 viruses),N/A,ENA Sample,VJDB Sample,N/A,N/A,N/A,"['ENA ERC32', 'ENA Sample', 'VJDB Sample']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Who/oie/fao clade should be included for highly pathogenic h5n1 viruses. example: 2.2,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,freetext,0fc
virus_old_names,Virus Old Names,Old Virus name(s),keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fd
sequence_byte_range,Sequence Byte Range,Byte range data of the sample in the sequence file without the header,integer list,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fe
sequence_path,Sequence Path,The file location of the multiseq fasta file including the parent folder name ,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0ff
insertion_date,Insertion Date,Date of the insertion into the VirJen database,date,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fg
update_date,Update Date,Date of the update metadata in the VirJen database,date,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fh
ictv_realm,ICTV Realm,A 'Realm' is the highest taxonomic rank into which virus species can be classified. Defined by the ICTV.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fi
ictv_subrealm,ICTV Subrealm,A 'Subrealm' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fj
ictv_kingdom,ICTV Kindgom,A 'Kingdom' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fk
ictv_subkingdom,ICTV Subkingdom,A 'Subkingdom' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fl
ictv_phylum,ICTV Phylum,A 'Phylum' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fm
ictv_subphylum,ICTV Subphylum,A 'Subphylum' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fn
ictv_class,ICTV Class,A 'Class' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fo
ictv_subclass,ICTV Subclass,A 'Subclass' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fp
ictv_order,ICTV Order,A 'Order' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fq
ictv_suborder,ICTV Suborder,A 'suborder' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fr
ictv_family,ICTV Family,A 'Family' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fs
ictv_subfamily,ICTV Subfamily,A 'Subfamily' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0ft
ictv_genus,ICTV Genus,A 'Genus' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fu
ictv_subgenus,ICTV Subgenus,A 'Subgenus' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the ICTV.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fv
ictv_species,ICTV Species,"A Species is the lowest taxonomic rank in the hierarchy approved by the ICTV. While subspecies levels of classification may exist for some viruses (e.g. Hepatitis C virus), the ICTV does not classify viruses below the species level. Defined by the ICTV.",keyword,public,sample_ictv_scientific_name,tree_rank_name,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,ICTV Taxonomy,"['Sample', 'Virus', 'ICTV Taxonomy']",ICTV,Taxonomy Descision,tbd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,suggestion,freetext,0fw
ncbi_realm,NCBI Realm,A 'Realm' is the highest taxonomic rank into which virus species can be classified. Defined by the NCBI.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,NCBI Taxonomy,"['Sample', 'Virus', 'NCBI Taxonomy']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fx
ncbi_subrealm,NCBI Subrealm,A 'Subrealm' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the NCBI.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,NCBI Taxonomy,"['Sample', 'Virus', 'NCBI Taxonomy']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fy
ncbi_kingdom,NCBI Kindgom,A 'Kingdom' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the NCBI.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kingdom,N/A,N/A,N/A,N/A,Sample,Virus,NCBI Taxonomy,"['BV-BRC', 'Sample', 'Virus', 'NCBI Taxonomy']",BVBRC,N/A,N/A,N/A,N/A,N/A,N/A,Taxonomy Info,Taxonomy,kingdom,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0fz
ncbi_subkingdom,NCBI Subkingdom,A 'Subkingdom' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the NCBI.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,NCBI Taxonomy,"['Sample', 'Virus', 'NCBI Taxonomy']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0ga
ncbi_phylum,NCBI Phylum,A 'Phylum' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the NCBI.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Phylum,N/A,N/A,N/A,N/A,Sample,Virus,NCBI Taxonomy,"['BV-BRC', 'Sample', 'Virus', 'NCBI Taxonomy']",BVBRC,N/A,N/A,N/A,N/A,N/A,N/A,Taxonomy Info,Taxonomy,phylum,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0gb
ncbi_subphylum,NCBI Subphylum,A 'Subphylum' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the NCBI.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,NCBI Taxonomy,"['Sample', 'Virus', 'NCBI Taxonomy']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0gc
ncbi_class,NCBI Class,A 'Class' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the NCBI.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Class,N/A,N/A,N/A,N/A,Sample,Virus,NCBI Taxonomy,"['BV-BRC', 'Sample', 'Virus', 'NCBI Taxonomy']",BVBRC,N/A,N/A,N/A,N/A,N/A,N/A,Taxonomy Info,Taxonomy,class,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0gd
ncbi_subclass,NCBI Subclass,A 'Subclass' is a rank in the taxonomic hierarchy into which virus species can be classified. Defined by the NCBI.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus,NCBI Taxonomy,"['Sample', 'Virus', 'NCBI Taxonomy']",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0ge
